Freq.,V(n003)
3.26E-02,"(-4.64245485416059e-07dB,-1.89968397660851e-02°)"
3.27E-02,"(-4.66388343631125e-07dB,-1.90406320013865e-02°)"
3.27E-02,"(-4.68541095847060e-07dB,-1.90845251881948e-02°)"
3.28E-02,"(-4.70703782565627e-07dB,-1.91285195592271e-02°)"
3.29E-02,"(-4.72876450074556e-07dB,-1.91726153477371e-02°)"
3.30E-02,"(-4.75059150447538e-07dB,-1.92168127875159e-02°)"
3.30E-02,"(-4.77251923222010e-07dB,-1.92611121128939e-02°)"
3.31E-02,"(-4.79454816614357e-07dB,-1.93055135587414e-02°)"
3.32E-02,"(-4.81667881733943e-07dB,-1.93500173604703e-02°)"
3.33E-02,"(-4.83891159082532e-07dB,-1.93946237540351e-02°)"
3.33E-02,"(-4.86124698805165e-07dB,-1.94393329759342e-02°)"
3.34E-02,"(-4.88368546225241e-07dB,-1.94841452632113e-02°)"
3.35E-02,"(-4.90622757273765e-07dB,-1.95290608534565e-02°)"
3.36E-02,"(-4.92887367630863e-07dB,-1.95740799848075e-02°)"
3.37E-02,"(-4.95162431298886e-07dB,-1.96192028959511e-02°)"
3.37E-02,"(-4.97447997458544e-07dB,-1.96644298261242e-02°)"
3.38E-02,"(-4.99744113361894e-07dB,-1.97097610151154e-02°)"
3.39E-02,"(-5.02050824332339e-07dB,-1.97551967032657e-02°)"
3.40E-02,"(-5.04368186300883e-07dB,-1.98007371314707e-02°)"
3.40E-02,"(-5.06696244590928e-07dB,-1.98463825411807e-02°)"
3.41E-02,"(-5.09035050311842e-07dB,-1.98921331744030e-02°)"
3.42E-02,"(-5.11384647822700e-07dB,-1.99379892737027e-02°)"
3.43E-02,"(-5.13745089197195e-07dB,-1.99839510822041e-02°)"
3.44E-02,"(-5.16116430366334e-07dB,-2.00300188435918e-02°)"
3.44E-02,"(-5.18498715689192e-07dB,-2.00761928021123e-02°)"
3.45E-02,"(-5.20891997239463e-07dB,-2.01224732025751e-02°)"
3.46E-02,"(-5.23296325162189e-07dB,-2.01688602903541e-02°)"
3.47E-02,"(-5.25711751531065e-07dB,-2.02153543113887e-02°)"
3.48E-02,"(-5.28138323598149e-07dB,-2.02619555121854e-02°)"
3.48E-02,"(-5.30576102116084e-07dB,-2.03086641398188e-02°)"
3.49E-02,"(-5.33025129515290e-07dB,-2.03554804419333e-02°)"
3.50E-02,"(-5.35485462691102e-07dB,-2.04024046667439e-02°)"
3.51E-02,"(-5.37957148895578e-07dB,-2.04494370630380e-02°)"
3.52E-02,"(-5.40440247917034e-07dB,-2.04965778801764e-02°)"
3.52E-02,"(-5.42934807971856e-07dB,-2.05438273680949e-02°)"
3.53E-02,"(-5.45440881133741e-07dB,-2.05911857773051e-02°)"
3.54E-02,"(-5.47958521405040e-07dB,-2.06386533588965e-02°)"
3.55E-02,"(-5.50487780859449e-07dB,-2.06862303645372e-02°)"
3.56E-02,"(-5.53028715427976e-07dB,-2.07339170464755e-02°)"
3.56E-02,"(-5.55581381041627e-07dB,-2.07817136575412e-02°)"
3.57E-02,"(-5.58145828809772e-07dB,-2.08296204511469e-02°)"
3.58E-02,"(-5.60722112734763e-07dB,-2.08776376812894e-02°)"
3.59E-02,"(-5.63310285854624e-07dB,-2.09257656025510e-02°)"
3.60E-02,"(-5.65910411814982e-07dB,-2.09740044701008e-02°)"
3.61E-02,"(-5.68522534010588e-07dB,-2.10223545396964e-02°)"
3.61E-02,"(-5.71146716087070e-07dB,-2.10708160676847e-02°)"
3.62E-02,"(-5.73783005296486e-07dB,-2.11193893110037e-02°)"
3.63E-02,"(-5.76431471070431e-07dB,-2.11680745271835e-02°)"
3.64E-02,"(-5.79092153910672e-07dB,-2.12168719743480e-02°)"
3.65E-02,"(-5.81765123248802e-07dB,-2.12657819112163e-02°)"
3.66E-02,"(-5.84450430194192e-07dB,-2.13148045971036e-02°)"
3.66E-02,"(-5.87148128749195e-07dB,-2.13639402919230e-02°)"
3.67E-02,"(-5.89858282559440e-07dB,-2.14131892561870e-02°)"
3.68E-02,"(-5.92580944662952e-07dB,-2.14625517510082e-02°)"
3.69E-02,"(-5.95316172919396e-07dB,-2.15120280381014e-02°)"
3.70E-02,"(-5.98064028081417e-07dB,-2.15616183797848e-02°)"
3.71E-02,"(-6.00824563187043e-07dB,-2.16113230389810e-02°)"
3.72E-02,"(-6.03597847667867e-07dB,-2.16611422792189e-02°)"
3.72E-02,"(-6.06383925882969e-07dB,-2.17110763646350e-02°)"
3.73E-02,"(-6.09182869192597e-07dB,-2.17611255599744e-02°)"
3.74E-02,"(-6.11994727741798e-07dB,-2.18112901305927e-02°)"
3.75E-02,"(-6.14819565176199e-07dB,-2.18615703424572e-02°)"
3.76E-02,"(-6.17657445141432e-07dB,-2.19119664621483e-02°)"
3.77E-02,"(-6.20508421639851e-07dB,-2.19624787568609e-02°)"
3.78E-02,"(-6.23372557352759e-07dB,-2.20131074944057e-02°)"
3.78E-02,"(-6.26249913032803e-07dB,-2.20638529432112e-02°)"
3.79E-02,"(-6.29140553289942e-07dB,-2.21147153723242e-02°)"
3.80E-02,"(-6.32044535019513e-07dB,-2.21656950514120e-02°)"
3.81E-02,"(-6.34961919938493e-07dB,-2.22167922507635e-02°)"
3.82E-02,"(-6.37892767835202e-07dB,-2.22680072412906e-02°)"
3.83E-02,"(-6.40837148141236e-07dB,-2.23193402945298e-02°)"
3.84E-02,"(-6.43795118716262e-07dB,-2.23707916826436e-02°)"
3.85E-02,"(-6.46766742241583e-07dB,-2.24223616784216e-02°)"
3.85E-02,"(-6.49752081398504e-07dB,-2.24740505552827e-02°)"
3.86E-02,"(-6.52751199832656e-07dB,-2.25258585872757e-02°)"
3.87E-02,"(-6.55764163118326e-07dB,-2.25777860490814e-02°)"
3.88E-02,"(-6.58791032972491e-07dB,-2.26298332160136e-02°)"
3.89E-02,"(-6.61831872076456e-07dB,-2.26820003640210e-02°)"
3.90E-02,"(-6.64886748897490e-07dB,-2.27342877696882e-02°)"
3.91E-02,"(-6.67955724188244e-07dB,-2.27866957102375e-02°)"
3.92E-02,"(-6.71038871237626e-07dB,-2.28392244635303e-02°)"
3.93E-02,"(-6.74136246940975e-07dB,-2.28918743080684e-02°)"
3.94E-02,"(-6.77247915908253e-07dB,-2.29446455229957e-02°)"
3.94E-02,"(-6.80373952392695e-07dB,-2.29975383880997e-02°)"
3.95E-02,"(-6.83514413289642e-07dB,-2.30505531838127e-02°)"
3.96E-02,"(-6.86669370923675e-07dB,-2.31036901912134e-02°)"
3.97E-02,"(-6.89838893762065e-07dB,-2.31569496920288e-02°)"
3.98E-02,"(-6.93023046414775e-07dB,-2.32103319686349e-02°)"
3.99E-02,"(-6.96221892527437e-07dB,-2.32638373040590e-02°)"
4.00E-02,"(-6.99435507317617e-07dB,-2.33174659819806e-02°)"
4.01E-02,"(-7.02663955395277e-07dB,-2.33712182867334e-02°)"
4.02E-02,"(-7.05907303299033e-07dB,-2.34250945033063e-02°)"
4.03E-02,"(-7.09165626246451e-07dB,-2.34790949173452e-02°)"
4.04E-02,"(-7.12438983061527e-07dB,-2.35332198151547e-02°)"
4.05E-02,"(-7.15727453783466e-07dB,-2.35874694836992e-02°)"
4.06E-02,"(-7.19031099164920e-07dB,-2.36418442106047e-02°)"
4.06E-02,"(-7.22349995387783e-07dB,-2.36963442841601e-02°)"
4.07E-02,"(-7.25684212847982e-07dB,-2.37509699933191e-02°)"
4.08E-02,"(-7.29033818084136e-07dB,-2.38057216277014e-02°)"
4.09E-02,"(-7.32398885349485e-07dB,-2.38605994775942e-02°)"
4.10E-02,"(-7.35779484075629e-07dB,-2.39156038339541e-02°)"
4.11E-02,"(-7.39175688515808e-07dB,-2.39707349884084e-02°)"
4.12E-02,"(-7.42587566172969e-07dB,-2.40259932332564e-02°)"
4.13E-02,"(-7.46015196121989e-07dB,-2.40813788614717e-02°)"
4.14E-02,"(-7.49458645865816e-07dB,-2.41368921667027e-02°)"
4.15E-02,"(-7.52917989657689e-07dB,-2.41925334432753e-02°)"
4.16E-02,"(-7.56393301750849e-07dB,-2.42483029861934e-02°)"
4.17E-02,"(-7.59884654469882e-07dB,-2.43042010911412e-02°)"
4.18E-02,"(-7.63392120139373e-07dB,-2.43602280544845e-02°)"
4.19E-02,"(-7.66915780727183e-07dB,-2.44163841732723e-02°)"
4.20E-02,"(-7.70455699878951e-07dB,-2.44726697452383e-02°)"
4.21E-02,"(-7.74011962455521e-07dB,-2.45290850688026e-02°)"
4.22E-02,"(-7.77584637888498e-07dB,-2.45856304430732e-02°)"
4.23E-02,"(-7.81173807181415e-07dB,-2.46423061678476e-02°)"
4.24E-02,"(-7.84779538801549e-07dB,-2.46991125436145e-02°)"
4.25E-02,"(-7.88401918574075e-07dB,-2.47560498715552e-02°)"
4.26E-02,"(-7.92041016894923e-07dB,-2.48131184535453e-02°)"
4.27E-02,"(-7.95696908981664e-07dB,-2.48703185921562e-02°)"
4.28E-02,"(-7.99369679695144e-07dB,-2.49276505906571e-02°)"
4.29E-02,"(-8.03059402324279e-07dB,-2.49851147530160e-02°)"
4.30E-02,"(-8.06766157872606e-07dB,-2.50427113839017e-02°)"
4.31E-02,"(-8.10490016736057e-07dB,-2.51004407886853e-02°)"
4.32E-02,"(-8.14231068597117e-07dB,-2.51583032734421e-02°)"
4.33E-02,"(-8.17989389637686e-07dB,-2.52162991449527e-02°)"
4.34E-02,"(-8.21765056039663e-07dB,-2.52744287107049e-02°)"
4.35E-02,"(-8.25558149770913e-07dB,-2.53326922788955e-02°)"
4.36E-02,"(-8.29368754727957e-07dB,-2.53910901584317e-02°)"
4.37E-02,"(-8.33196944199712e-07dB,-2.54496226589327e-02°)"
4.38E-02,"(-8.37042809797319e-07dB,-2.55082900907315e-02°)"
4.39E-02,"(-8.40906420952387e-07dB,-2.55670927648766e-02°)"
4.40E-02,"(-8.44787870240385e-07dB,-2.56260309931334e-02°)"
4.41E-02,"(-8.48687231914558e-07dB,-2.56851050879861e-02°)"
4.42E-02,"(-8.52604595657395e-07dB,-2.57443153626391e-02°)"
4.43E-02,"(-8.56540039579452e-07dB,-2.58036621310190e-02°)"
4.44E-02,"(-8.60493646612924e-07dB,-2.58631457077758e-02°)"
4.45E-02,"(-8.64465504511643e-07dB,-2.59227664082852e-02°)"
4.46E-02,"(-8.68455696207806e-07dB,-2.59825245486496e-02°)"
4.47E-02,"(-8.72464304633609e-07dB,-2.60424204457003e-02°)"
4.48E-02,"(-8.76491416578557e-07dB,-2.61024544169988e-02°)"
4.49E-02,"(-8.80537117867829e-07dB,-2.61626267808388e-02°)"
4.50E-02,"(-8.84601492397949e-07dB,-2.62229378562477e-02°)"
4.51E-02,"(-8.88684625994098e-07dB,-2.62833879629882e-02°)"
4.52E-02,"(-8.92786606410109e-07dB,-2.63439774215603e-02°)"
4.53E-02,"(-8.96907522364146e-07dB,-2.64047065532027e-02°)"
4.54E-02,"(-9.01047458717062e-07dB,-2.64655756798947e-02°)"
4.55E-02,"(-9.05206506115675e-07dB,-2.65265851243580e-02°)"
4.56E-02,"(-9.09384746527855e-07dB,-2.65877352100578e-02°)"
4.57E-02,"(-9.13582274457733e-07dB,-2.66490262612054e-02°)"
4.58E-02,"(-9.17799179587799e-07dB,-2.67104586027593e-02°)"
4.59E-02,"(-9.22035549671891e-07dB,-2.67720325604270e-02°)"
4.60E-02,"(-9.26291471499519e-07dB,-2.68337484606671e-02°)"
4.61E-02,"(-9.30567037646158e-07dB,-2.68956066306906e-02°)"
4.62E-02,"(-9.34862339722956e-07dB,-2.69576073984627e-02°)"
4.63E-02,"(-9.39177465483752e-07dB,-2.70197510927048e-02°)"
4.65E-02,"(-9.43512512325659e-07dB,-2.70820380428960e-02°)"
4.66E-02,"(-9.47867567038190e-07dB,-2.71444685792749e-02°)"
4.67E-02,"(-9.52242725089803e-07dB,-2.72070430328416e-02°)"
4.68E-02,"(-9.56638078091648e-07dB,-2.72697617353589e-02°)"
4.69E-02,"(-9.61053717654877e-07dB,-2.73326250193546e-02°)"
4.70E-02,"(-9.65489739247949e-07dB,-2.73956332181229e-02°)"
4.71E-02,"(-9.69946238339325e-07dB,-2.74587866657265e-02°)"
4.72E-02,"(-9.74423306540156e-07dB,-2.75220856969981e-02°)"
4.73E-02,"(-9.78921039318906e-07dB,-2.75855306475423e-02°)"
4.74E-02,"(-9.83439531179707e-07dB,-2.76491218537373e-02°)"
4.75E-02,"(-9.87978883376988e-07dB,-2.77128596527366e-02°)"
4.76E-02,"(-9.92539183664591e-07dB,-2.77767443824712e-02°)"
4.78E-02,"(-9.97120534261272e-07dB,-2.78407763816510e-02°)"
4.79E-02,"(-1.00172303642146e-06dB,-2.79049559897666e-02°)"
4.80E-02,"(-1.00634678079198e-06dB,-2.79692835470913e-02°)"
4.81E-02,"(-1.01099186380563e-06dB,-2.80337593946828e-02°)"
4.82E-02,"(-1.01565838960981e-06dB,-2.80983838743849e-02°)"
4.83E-02,"(-1.02034645560165e-06dB,-2.81631573288296e-02°)"
4.84E-02,"(-1.02505616110693e-06dB,-2.82280801014388e-02°)"
4.85E-02,"(-1.02978760352276e-06dB,-2.82931525364257e-02°)"
4.86E-02,"(-1.03454088699656e-06dB,-2.83583749787974e-02°)"
4.88E-02,"(-1.03931610796112e-06dB,-2.84237477743560e-02°)"
4.89E-02,"(-1.04411337345684e-06dB,-2.84892712697011e-02°)"
4.90E-02,"(-1.04893278088084e-06dB,-2.85549458122309e-02°)"
4.91E-02,"(-1.05377443727353e-06dB,-2.86207717501448e-02°)"
4.92E-02,"(-1.05863843906769e-06dB,-2.86867494324446e-02°)"
4.93E-02,"(-1.06352488751777e-06dB,-2.87528792089367e-02°)"
4.94E-02,"(-1.06843389737877e-06dB,-2.88191614302340e-02°)"
4.95E-02,"(-1.07336556315485e-06dB,-2.88855964477575e-02°)"
4.97E-02,"(-1.07831999381506e-06dB,-2.89521846137384e-02°)"
4.98E-02,"(-1.08329729061384e-06dB,-2.90189262812198e-02°)"
4.99E-02,"(-1.08829756444889e-06dB,-2.90858218040587e-02°)"
5.00E-02,"(-1.09332091850330e-06dB,-2.91528715369279e-02°)"
5.01E-02,"(-1.09836745596018e-06dB,-2.92200758353175e-02°)"
5.02E-02,"(-1.10343728964589e-06dB,-2.92874350555375e-02°)"
5.04E-02,"(-1.10853052177919e-06dB,-2.93549495547189e-02°)"
5.05E-02,"(-1.11364726807944e-06dB,-2.94226196908163e-02°)"
5.06E-02,"(-1.11878762787241e-06dB,-2.94904458226091e-02°)"
5.07E-02,"(-1.12395171784180e-06dB,-2.95584283097042e-02°)"
5.08E-02,"(-1.12913964213502e-06dB,-2.96265675125370e-02°)"
5.09E-02,"(-1.13435151164978e-06dB,-2.96948637923743e-02°)"
5.11E-02,"(-1.13958744210545e-06dB,-2.97633175113152e-02°)"
5.12E-02,"(-1.14484753764944e-06dB,-2.98319290322938e-02°)"
5.13E-02,"(-1.15013191207246e-06dB,-2.99006987190809e-02°)"
5.14E-02,"(-1.15544068109386e-06dB,-2.99696269362857e-02°)"
5.15E-02,"(-1.16077395078972e-06dB,-3.00387140493580e-02°)"
5.16E-02,"(-1.16613183977238e-06dB,-3.01079604245900e-02°)"
5.18E-02,"(-1.17151445701091e-06dB,-3.01773664291184e-02°)"
5.19E-02,"(-1.17692192208197e-06dB,-3.02469324309260e-02°)"
5.20E-02,"(-1.18235434684761e-06dB,-3.03166587988442e-02°)"
5.21E-02,"(-1.18781184413421e-06dB,-3.03865459025543e-02°)"
5.22E-02,"(-1.19329453641142e-06dB,-3.04565941125901e-02°)"
5.24E-02,"(-1.19880253168398e-06dB,-3.05268038003394e-02°)"
5.25E-02,"(-1.20433595145720e-06dB,-3.05971753380461e-02°)"
5.26E-02,"(-1.20989491241479e-06dB,-3.06677090988123e-02°)"
5.27E-02,"(-1.21547953413342e-06dB,-3.07384054566003e-02°)"
5.28E-02,"(-1.22108993329677e-06dB,-3.08092647862341e-02°)"
5.30E-02,"(-1.22672622562420e-06dB,-3.08802874634021e-02°)"
5.31E-02,"(-1.23238853647836e-06dB,-3.09514738646587e-02°)"
5.32E-02,"(-1.23807698061427e-06dB,-3.10228243674261e-02°)"
5.33E-02,"(-1.24379168532324e-06dB,-3.10943393499968e-02°)"
5.35E-02,"(-1.24953276632463e-06dB,-3.11660191915353e-02°)"
5.36E-02,"(-1.25530034608810e-06dB,-3.12378642720801e-02°)"
5.37E-02,"(-1.26109454611898e-06dB,-3.13098749725458e-02°)"
5.38E-02,"(-1.26691549563722e-06dB,-3.13820516747251e-02°)"
5.40E-02,"(-1.27276331036219e-06dB,-3.14543947612907e-02°)"
5.41E-02,"(-1.27863811951383e-06dB,-3.15269046157977e-02°)"
5.42E-02,"(-1.28454004363317e-06dB,-3.15995816226852e-02°)"
5.43E-02,"(-1.29046920904717e-06dB,-3.16724261672786e-02°)"
5.45E-02,"(-1.29642574401146e-06dB,-3.17454386357914e-02°)"
5.46E-02,"(-1.30240977196002e-06dB,-3.18186194153276e-02°)"
5.47E-02,"(-1.30842142114849e-06dB,-3.18919688938835e-02°)"
5.48E-02,"(-1.31446081983250e-06dB,-3.19654874603498e-02°)"
5.50E-02,"(-1.32052809530335e-06dB,-3.20391755045138e-02°)"
5.51E-02,"(-1.32662337581667e-06dB,-3.21130334170610e-02°)"
5.52E-02,"(-1.33274678962810e-06dB,-3.21870615895780e-02°)"
5.53E-02,"(-1.33889846788624e-06dB,-3.22612604145537e-02°)"
5.55E-02,"(-1.34507853884674e-06dB,-3.23356302853820e-02°)"
5.56E-02,"(-1.35128714137282e-06dB,-3.24101715963636e-02°)"
5.57E-02,"(-1.35752439793416e-06dB,-3.24848847427080e-02°)"
5.58E-02,"(-1.36379044353669e-06dB,-3.25597701205361e-02°)"
5.60E-02,"(-1.37008541607931e-06dB,-3.26348281268817e-02°)"
5.61E-02,"(-1.37640943996036e-06dB,-3.27100591596937e-02°)"
5.62E-02,"(-1.38276265693605e-06dB,-3.27854636178388e-02°)"
5.64E-02,"(-1.38914519622636e-06dB,-3.28610419011027e-02°)"
5.65E-02,"(-1.39555720055183e-06dB,-3.29367944101931e-02°)"
5.66E-02,"(-1.40199879816810e-06dB,-3.30127215467412e-02°)"
5.68E-02,"(-1.40847012793842e-06dB,-3.30888237133041e-02°)"
5.69E-02,"(-1.41497133161902e-06dB,-3.31651013133669e-02°)"
5.70E-02,"(-1.42150253939418e-06dB,-3.32415547513447e-02°)"
5.71E-02,"(-1.42806389880611e-06dB,-3.33181844325850e-02°)"
5.73E-02,"(-1.43465554100343e-06dB,-3.33949907633698e-02°)"
5.74E-02,"(-1.44127760870670e-06dB,-3.34719741509175e-02°)"
5.75E-02,"(-1.44793024077917e-06dB,-3.35491350033853e-02°)"
5.77E-02,"(-1.45461358572736e-06dB,-3.36264737298713e-02°)"
5.78E-02,"(-1.46132777277124e-06dB,-3.37039907404166e-02°)"
5.79E-02,"(-1.46807295234599e-06dB,-3.37816864460075e-02°)"
5.81E-02,"(-1.47484927102950e-06dB,-3.38595612585780e-02°)"
5.82E-02,"(-1.48165686286336e-06dB,-3.39376155910114e-02°)"
5.83E-02,"(-1.48849588117576e-06dB,-3.40158498571429e-02°)"
5.85E-02,"(-1.49536646482993e-06dB,-3.40942644717617e-02°)"
5.86E-02,"(-1.50226875943944e-06dB,-3.41728598506131e-02°)"
5.87E-02,"(-1.50920291736812e-06dB,-3.42516364104009e-02°)"
5.89E-02,"(-1.51616908230086e-06dB,-3.43305945687894e-02°)"
5.90E-02,"(-1.52316739695823e-06dB,-3.44097347444057e-02°)"
5.92E-02,"(-1.53019801852572e-06dB,-3.44890573568420e-02°)"
5.93E-02,"(-1.53726108779523e-06dB,-3.45685628266578e-02°)"
5.94E-02,"(-1.54435676195226e-06dB,-3.46482515753820e-02°)"
5.96E-02,"(-1.55148518757468e-06dB,-3.47281240255151e-02°)"
5.97E-02,"(-1.55864651799067e-06dB,-3.48081806005319e-02°)"
5.98E-02,"(-1.56584090267110e-06dB,-3.48884217248830e-02°)"
6.00E-02,"(-1.57306849301548e-06dB,-3.49688478239977e-02°)"
6.01E-02,"(-1.58032944813796e-06dB,-3.50494593242861e-02°)"
6.03E-02,"(-1.58762391268777e-06dB,-3.51302566531409e-02°)"
6.04E-02,"(-1.59495205156502e-06dB,-3.52112402389404e-02°)"
6.05E-02,"(-1.60231401327626e-06dB,-3.52924105110502e-02°)"
6.07E-02,"(-1.60970996079293e-06dB,-3.53737678998258e-02°)"
6.08E-02,"(-1.61714004069294e-06dB,-3.54553128366148e-02°)"
6.10E-02,"(-1.62460441884072e-06dB,-3.55370457537589e-02°)"
6.11E-02,"(-1.63210325049312e-06dB,-3.56189670845967e-02°)"
6.12E-02,"(-1.63963669669293e-06dB,-3.57010772634657e-02°)"
6.14E-02,"(-1.64720491462567e-06dB,-3.57833767257045e-02°)"
6.15E-02,"(-1.65480806436980e-06dB,-3.58658659076554e-02°)"
6.17E-02,"(-1.66244630986112e-06dB,-3.59485452466665e-02°)"
6.18E-02,"(-1.67011981214244e-06dB,-3.60314151810942e-02°)"
6.19E-02,"(-1.67782873322090e-06dB,-3.61144761503053e-02°)"
6.21E-02,"(-1.68557323606797e-06dB,-3.61977285946793e-02°)"
6.22E-02,"(-1.69335348751242e-06dB,-3.62811729556111e-02°)"
6.24E-02,"(-1.70116965052573e-06dB,-3.63648096755131e-02°)"
6.25E-02,"(-1.70902189386534e-06dB,-3.64486391978175e-02°)"
6.27E-02,"(-1.71691037664540e-06dB,-3.65326619669786e-02°)"
6.28E-02,"(-1.72483527533798e-06dB,-3.66168784284754e-02°)"
6.30E-02,"(-1.73279674712858e-06dB,-3.67012890288139e-02°)"
6.31E-02,"(-1.74079497331090e-06dB,-3.67858942155292e-02°)"
6.32E-02,"(-1.74883011782075e-06dB,-3.68706944371882e-02°)"
6.34E-02,"(-1.75690234845124e-06dB,-3.69556901433918e-02°)"
6.35E-02,"(-1.76501183974579e-06dB,-3.70408817847774e-02°)"
6.37E-02,"(-1.77315876335482e-06dB,-3.71262698130210e-02°)"
6.38E-02,"(-1.78134328900011e-06dB,-3.72118546808402e-02°)"
6.40E-02,"(-1.78956559701103e-06dB,-3.72976368419957e-02°)"
6.41E-02,"(-1.79782585518071e-06dB,-3.73836167512948e-02°)"
6.43E-02,"(-1.80612423805256e-06dB,-3.74697948645927e-02°)"
6.44E-02,"(-1.81446092981328e-06dB,-3.75561716387958e-02°)"
6.46E-02,"(-1.82283609825599e-06dB,-3.76427475318636e-02°)"
6.47E-02,"(-1.83124992563873e-06dB,-3.77295230028114e-02°)"
6.49E-02,"(-1.83970258939791e-06dB,-3.78164985117126e-02°)"
6.50E-02,"(-1.84819426696993e-06dB,-3.79036745197010e-02°)"
6.52E-02,"(-1.85672514447015e-06dB,-3.79910514889738e-02°)"
6.53E-02,"(-1.86529539451333e-06dB,-3.80786298827933e-02°)"
6.55E-02,"(-1.87390520707215e-06dB,-3.81664101654898e-02°)"
6.56E-02,"(-1.88255475669003e-06dB,-3.82543928024642e-02°)"
6.58E-02,"(-1.89124423333964e-06dB,-3.83425782601900e-02°)"
6.59E-02,"(-1.89997381927903e-06dB,-3.84309670062161e-02°)"
6.61E-02,"(-1.90874369676626e-06dB,-3.85195595091692e-02°)"
6.62E-02,"(-1.91755405577400e-06dB,-3.86083562387564e-02°)"
6.64E-02,"(-1.92640508048896e-06dB,-3.86973576657674e-02°)"
6.65E-02,"(-1.93529696088381e-06dB,-3.87865642620774e-02°)"
6.67E-02,"(-1.94422988307394e-06dB,-3.88759765006490e-02°)"
6.68E-02,"(-1.95320404185364e-06dB,-3.89655948555355e-02°)"
6.70E-02,"(-1.96221961755234e-06dB,-3.90554198018828e-02°)"
6.71E-02,"(-1.97127680978598e-06dB,-3.91454518159320e-02°)"
6.73E-02,"(-1.98037580756293e-06dB,-3.92356913750224e-02°)"
6.75E-02,"(-1.98951680664184e-06dB,-3.93261389575932e-02°)"
6.76E-02,"(-1.99869999506674e-06dB,-3.94167950431869e-02°)"
6.78E-02,"(-2.00792557534658e-06dB,-3.95076601124512e-02°)"
6.79E-02,"(-2.01719373456106e-06dB,-3.95987346471420e-02°)"
6.81E-02,"(-2.02650467618347e-06dB,-3.96900191301256e-02°)"
6.82E-02,"(-2.03585859211515e-06dB,-3.97815140453815e-02°)"
6.84E-02,"(-2.04525568775804e-06dB,-3.98732198780049e-02°)"
6.85E-02,"(-2.05469615790647e-06dB,-3.99651371142090e-02°)"
6.87E-02,"(-2.06418020217643e-06dB,-4.00572662413281e-02°)"
6.89E-02,"(-2.07370802211253e-06dB,-4.01496077478199e-02°)"
6.90E-02,"(-2.08327982215241e-06dB,-4.02421621232681e-02°)"
6.92E-02,"(-2.09289579998337e-06dB,-4.03349298583847e-02°)"
6.93E-02,"(-2.10255616872199e-06dB,-4.04279114450134e-02°)"
6.95E-02,"(-2.11226112123396e-06dB,-4.05211073761312e-02°)"
6.97E-02,"(-2.12201087545749e-06dB,-4.06145181458519e-02°)"
6.98E-02,"(-2.13180562811557e-06dB,-4.07081442494282e-02°)"
7.00E-02,"(-2.14164559714643e-06dB,-4.08019861832544e-02°)"
7.01E-02,"(-2.15153097927307e-06dB,-4.08960444448691e-02°)"
7.03E-02,"(-2.16146199243370e-06dB,-4.09903195329581e-02°)"
7.05E-02,"(-2.17143884492327e-06dB,-4.10848119473564e-02°)"
7.06E-02,"(-2.18146174985836e-06dB,-4.11795221890515e-02°)"
7.08E-02,"(-2.19153091553391e-06dB,-4.12744507601856e-02°)"
7.10E-02,"(-2.20164656374546e-06dB,-4.13695981640587e-02°)"
7.11E-02,"(-2.21180889989497e-06dB,-4.14649649051306e-02°)"
7.13E-02,"(-2.22201814095635e-06dB,-4.15605514890245e-02°)"
7.14E-02,"(-2.23227450776080e-06dB,-4.16563584225287e-02°)"
7.16E-02,"(-2.24257821631789e-06dB,-4.17523862136001e-02°)"
7.18E-02,"(-2.25292948360154e-06dB,-4.18486353713664e-02°)"
7.19E-02,"(-2.26332853140729e-06dB,-4.19451064061289e-02°)"
7.21E-02,"(-2.27377557863771e-06dB,-4.20417998293655e-02°)"
7.23E-02,"(-2.28427084708833e-06dB,-4.21387161537327e-02°)"
7.24E-02,"(-2.29481455951904e-06dB,-4.22358558930694e-02°)"
7.26E-02,"(-2.30540694158271e-06dB,-4.23332195623984e-02°)"
7.28E-02,"(-2.31604821121758e-06dB,-4.24308076779303e-02°)"
7.29E-02,"(-2.32673860082680e-06dB,-4.25286207570652e-02°)"
7.31E-02,"(-2.33747833895624e-06dB,-4.26266593183961e-02°)"
7.33E-02,"(-2.34826764257980e-06dB,-4.27249238817117e-02°)"
7.35E-02,"(-2.35910675085096e-06dB,-4.28234149679986e-02°)"
7.36E-02,"(-2.36999588942259e-06dB,-4.29221330994444e-02°)"
7.38E-02,"(-2.38093529069787e-06dB,-4.30210787994407e-02°)"
7.40E-02,"(-2.39192518707995e-06dB,-4.31202525925855e-02°)"
7.41E-02,"(-2.40296580711471e-06dB,-4.32196550046860e-02°)"
